No,predictor 1,predictor 2,predictor 3,predictor 4,predictor 5,target
"3,064",15769,1372,452.5,3,3372,0
"3,065",27209,1158,320.5,3,1275.5,0
"3,066",28600,1240,383,1,4903.5,0
"3,067",4858,1280,365,5,4192.5,1
"3,068",6794,1106,406,1,2404,1
"3,069",26430,1308,452.5,1,4906.5,0
"3,070",4866,1106,485.5,1,630.5,1
"3,071",27286,1032,330.5,1,609.5,0
"3,072",16799,1148,437.5,3,1235.5,1
"3,073",5999,1274,438.5,1,115,0
"3,074",18305,1106,280,1,2546.5,0
"3,075",19471,1106,299,1,4477,0
"3,076",11797,1034,383,5,1378.5,0
"3,077",23108,1166,304.5,1,4427.5,1
"3,078",11369,1106,503,1,2155,0
"3,079",14823,1328,408,1,2342,0
"3,080",5555,1106,,1,3015,0
"3,081",11004,1106,,1,4749.5,0
"3,082",29436,1142,,1,2718.5,0
"3,083",9864,1106,,1,794,0
"3,084",6319,850,332,3,1773,0
"3,085",13307,1208,424.5,3,1245,0
"3,086",9757,1356,385.5,1,1558,0
"3,087",17122,1256,406,1,4545,1
"3,088",16885,972,344,1,4274,0
"3,089",26470,1106,383,1,1307,0
"3,090",5018,1302,417,3,176.5,0
"3,091",7227,992,301.5,3,4897,1
"3,092",1674,1194,358.5,1,4642,0
"3,093",29119,1106,403.5,3,2842,1
"3,094",15217,1414,,3,1650,0
"3,095",8143,1244,417,5,3518,0
"3,096",9407,1304,362.5,5,949,0
"3,097",24774,1180,394.5,3,1043.5,0
"3,098",8106,1450,431.5,1,1402.5,0
"3,099",5330,1106,496,3,3339.5,0
"3,100",26679,1066,,5,1960,0
"3,101",9447,1106,339,3,2590,0
"3,102",26138,1106,458,1,4013,0
"3,103",9598,1114,406,13,3162.5,0
"3,104",26158,1106,482,1,4999.5,0
"3,105",1842,1106,368,7,2222.5,0
"3,106",1977,1298,277,1,1343.5,0
"3,107",16526,1106,437.5,1,3948,0
"3,108",21214,1322,452.5,1,4486,0
"3,109",24877,1026,393,13,42.5,0
"3,110",18769,1290,419,9,44.5,0
"3,111",15619,1106,,1,4613.5,0
"3,112",16703,1106,464,1,3215,0
"3,113",3146,1322,406,5,3541,0
"3,114",24488,1116,315,5,3334,0
"3,115",3216,1360,475.5,1,1627.5,0
"3,116",8278,1130,445.5,1,1418,0
"3,117",15130,1316,307.5,5,671.5,0
"3,118",11623,1308,426.5,3,399.5,0
"3,119",9930,1098,346.5,1,4301,0
"3,120",5452,840,389,3,3382,1
"3,121",11466,816,,3,2266.5,0
"3,122",27167,1036,307,17,4513,0
"3,123",8870,1310,447,1,4151.5,0
"3,124",18892,954,263,11,3766.5,1
"3,125",15772,1106,239.5,7,2871,1
"3,126",2080,1106,,1,1513.5,0
"3,127",10792,1148,400.5,9,1944.5,0
"3,128",21514,1090,,1,4941.5,0
"3,129",19963,1258,415,3,3059,0
"3,130",22800,1090,397.5,7,2707.5,0
"3,131",26205,1436,473,1,3269.5,0
"3,132",21070,1382,482.5,1,486.5,0
"3,133",6768,1144,421,1,3171,0
"3,134",17622,1050,455,5,4014.5,0
"3,135",12335,1106,482.5,1,3114.5,0
"3,136",19540,1064,374.5,1,3544.5,0
"3,137",22543,1020,316,7,770,1
"3,138",24273,1106,425,7,1125.5,0
"3,139",2715,1332,386,3,4104,0
"3,140",16865,1414,430.5,1,3016.5,0
"3,141",13308,1196,395.5,1,2170.5,0
"3,142",8807,988,271,1,4720,1
"3,143",19481,1094,241.5,3,2381,0
"3,144",15536,1106,406,1,1258,0
"3,145",26599,1106,406,7,4971,0
"3,146",19888,1106,,1,3735,1
"3,147",13714,1106,431.5,3,4320,0
"3,148",14705,1188,475.5,5,714.5,0
"3,149",2089,1032,309.5,5,3574,0
"3,150",2203,1106,,1,4821.5,0
"3,151",18131,1092,311,3,407.5,0
"3,152",2476,1106,,1,1934,1
"3,153",9753,816,427.5,3,535,0
"3,154",16224,1166,425,1,1931.5,0
"3,155",15196,1162,,1,668,0
"3,156",24871,1282,293.5,1,68.5,0
"3,157",17727,1254,430,1,1347.5,0
"3,158",24666,912,325,5,1013.5,0
"3,159",6510,1176,292,1,4189.5,0
"3,160",12352,1232,391.5,1,2305,0
"3,161",3323,1248,459.5,5,2263,0
"3,162",23378,1096,424.5,3,3163.5,0
"3,163",22128,1210,393,3,135,0
"3,164",16059,1106,332,1,3516.5,0
"3,165",28305,750,316,3,4009.5,0
"3,166",8066,1106,,1,4842.5,0
"3,167",26384,922,359.5,5,2418,0
"3,168",4247,1110,420.5,1,1472,1
"3,169",22545,830,258.5,7,3596.5,1
"3,170",24607,882,244,5,3858.5,1
"3,171",22061,1014,416.5,3,3803.5,0
"3,172",9135,1292,394.5,3,3487.5,0
"3,173",14896,1206,325,1,2309,0
"3,174",23293,1010,263.5,3,4492.5,0
"3,175",4962,1200,370.5,3,2731.5,1
"3,176",14828,1232,292,5,2689.5,0
"3,177",20413,1322,422,7,4807.5,0
"3,178",15500,1070,410,1,3978,0
"3,179",13531,1032,336,5,3044,0
"3,180",22216,1098,330,1,4718.5,0
"3,181",3366,1092,424.5,3,4443.5,0
"3,182",25876,1106,371,17,4521,1
"3,183",22715,984,331,13,807.5,0
"3,184",5743,1148,274,7,2100.5,0
"3,185",7879,1234,401.5,3,2845,0
"3,186",26281,1386,430.5,5,3634,0
"3,187",24076,1314,394.5,3,3799.5,0
"3,188",6704,1060,360,1,2903.5,0
"3,189",19253,794,330.5,1,720,0
"3,190",12720,1348,410,3,2314.5,0
"3,191",8104,1178,,1,4267,0
"3,192",18818,1132,280.5,5,3367,0
"3,193",24245,598,328,3,4870,0
"3,194",13381,1106,417,1,2772,0
"3,195",27830,1106,,1,833,0
"3,196",24913,1332,397,5,1150.5,0
"3,197",7100,1286,446.5,1,3807,0
"3,198",4430,1084,306.5,5,1174.5,0
"3,199",26614,1106,391.5,1,4583.5,0
"3,200",7776,1142,449,1,2153,0
"3,201",15133,964,190,3,1037.5,0
"3,202",10382,1316,406,3,24.5,0
"3,203",9429,1146,324,7,47,0
"3,204",26380,1310,406,1,2924.5,0
"3,205",29294,1218,409,1,2505.5,0
"3,206",10772,762,411,1,4015,0
"3,207",11527,1146,406,5,1986.5,0
"3,208",6871,1308,372.5,3,349,0
"3,209",9886,1360,449,3,1589.5,0
"3,210",3197,1030,362,1,3456.5,0
"3,211",13502,1006,422,9,342,1
"3,212",22943,1250,431.5,1,2971.5,0
"3,213",9964,1016,351.5,1,3234,0
"3,214",21804,1106,,1,616,0
"3,215",26848,1262,376,7,3705.5,0
"3,216",27009,1182,434,1,2211.5,0
"3,217",9097,812,256.5,5,2602.5,0
"3,218",2739,1242,263,13,546.5,1
"3,219",21425,804,251.5,7,1859.5,0
"3,220",19459,1064,371,3,1263,0
"3,221",11145,1106,137.5,1,2609.5,1
"3,222",22018,1106,,1,190.5,0
"3,223",12078,1092,451,1,1775,0
"3,224",23539,1162,,1,2157,1
"3,225",22777,1106,348,5,4210,0
"3,226",12186,1372,,1,136,0
"3,227",3782,1328,438,1,1801.5,0
"3,228",24633,1106,344,5,4085.5,0
"3,229",20704,1066,357,1,3968,0
"3,230",2965,1054,357,7,2301.5,1
"3,231",11858,898,304.5,3,2023,0
"3,232",12154,1240,414,3,1388,1
"3,233",22924,1140,,9,4593.5,1
"3,234",5121,1118,338.5,3,2573.5,0
"3,235",28097,1106,390,1,1268.5,0
"3,236",11856,1240,419,1,2939,1
"3,237",24269,912,295.5,11,1023,0
"3,238",16417,848,325,9,4337,1
"3,239",2403,1242,356.5,1,46.5,0
"3,240",6968,1050,,1,2553,0
"3,241",16123,1256,374,1,4916,0
"3,242",2724,1106,,1,1334.5,0
"3,243",25166,1138,256.5,5,4464.5,0
"3,244",22316,1106,,1,375.5,0
"3,245",6125,1106,436,1,530.5,0
"3,246",17096,996,425,5,4102,0
"3,247",24621,1106,,5,559,0
"3,248",10049,1268,424.5,3,3227,0
"3,249",21734,1106,,1,1114.5,0
"3,250",24043,1310,325,3,3700.5,0
"3,251",4522,1106,411.5,1,3209,0
"3,252",28815,924,328,23,2156,1
"3,253",15790,1026,300.5,5,2258,1
"3,254",11610,1042,,7,224,0
"3,255",10800,1106,,1,868.5,0
"3,256",13085,992,,1,4556.5,0
"3,257",18950,1194,380.5,1,4152,0
"3,258",11562,1250,452.5,5,3941.5,0
"3,259",29397,1012,327.5,1,2314.5,0
"3,260",14636,1106,,1,2148,0
"3,261",4020,1188,459.5,5,260.5,0
"3,262",15545,1022,325,5,2704,1
"3,263",12630,972,294.5,5,846,1
"3,264",1442,1084,362.5,1,1091,0
"3,265",2725,1290,366,3,3544.5,1
"3,266",10238,1072,353,7,2897,0
"3,267",23981,956,330.5,5,310.5,1
"3,268",22958,1166,426,1,1794,0
"3,269",3258,1164,387,5,430.5,0
"3,270",1589,1106,467.5,1,3274.5,0
"3,271",29715,968,355,3,3573.5,1
"3,272",26103,1256,338.5,3,278,0
"3,273",21566,1290,368.5,1,993.5,0
"3,274",26456,1158,321.5,1,4359.5,0
"3,275",20186,1076,352.5,5,841,0
"3,276",9120,1072,,3,1327,0
"3,277",7464,1192,448.5,1,2792,0
"3,278",14596,1106,,1,4044.5,1
"3,279",4360,1160,310,9,269.5,1
"3,280",17739,1106,,1,2746.5,0
"3,281",8317,1130,430.5,3,2367,0
"3,282",27600,1430,283,3,3077,0
"3,283",6673,870,250,11,3153,1
"3,284",13646,1106,,1,984,1
"3,285",12900,1240,374,3,3065.5,0
"3,286",10339,1106,355.5,1,2595,0
"3,287",29017,1132,413.5,1,2912.5,0
"3,288",16854,1094,352,1,589,0
"3,289",10041,1106,444,1,4882,1
"3,290",26239,1192,399.5,1,1638,0
"3,291",24789,860,314,5,790,0
"3,292",14344,1154,447.5,1,2694.5,0
"3,293",16637,1200,373,3,2989,1
"3,294",2937,1398,382,3,2008.5,0
"3,295",10150,1184,465,1,1340.5,0
"3,296",4206,1336,475.5,3,666.5,0
"3,297",22978,934,344,9,2226,1
"3,298",10748,1106,,1,2683,0
"3,299",7543,1136,398.5,1,2788.5,0
"3,300",26621,906,280,1,538,1
"3,301",15231,1062,344.5,7,4496,0
"3,302",5734,1032,347.5,3,1789.5,0
"3,303",13470,964,383,3,1450.5,1
"3,304",18050,1162,,1,2421.5,0
"3,305",10245,1046,360,5,4443,0
"3,306",8944,1002,264,23,841.5,1
"3,307",7680,1208,449,3,3821.5,0
"3,308",18400,1164,411,1,510,0
"3,309",16195,964,353,3,2008,0
"3,310",18596,1110,397,1,1039,0
"3,311",1452,1106,309.5,3,2077,0
"3,312",17302,1450,445.5,1,3229.5,0
"3,313",21989,1282,444,1,4021.5,0
"3,314",29398,1106,,1,3107.5,1
"3,315",4450,1106,,1,3173.5,0
"3,316",5242,1106,,1,3357.5,0
"3,317",20857,910,404,1,3835.5,0
"3,318",4565,1106,451,1,3854.5,0
"3,319",20071,1298,,7,967.5,1
"3,320",5666,1404,473,1,379,0
"3,321",6849,1096,292,1,62,0
"3,322",15608,1106,441,1,2143,0
"3,323",21436,1052,218.5,7,3748.5,1
"3,324",12049,1106,,7,448,1
"3,325",20225,998,268.5,7,3786.5,0
"3,326",23957,1060,398.5,1,3225,0
"3,327",14800,1034,304,5,2192.5,1
"3,328",8253,1196,383,5,815.5,0
"3,329",21633,1324,351,3,355,1
"3,330",20948,1106,,1,3473,0
"3,331",21909,1106,447,1,2246,0
"3,332",26180,1286,385.5,3,1147,0
"3,333",6354,1240,364.5,3,1386.5,0
"3,334",4138,1124,329.5,3,3602.5,0
"3,335",26720,856,328,5,3518,1
"3,336",2744,1062,344,5,1447,0
"3,337",11262,1106,,3,3786,0
"3,338",27668,1316,430.5,3,4326.5,1
"3,339",6434,1146,311.5,1,4484,0
"3,340",18733,1066,315.5,7,4358.5,0
"3,341",22002,1310,374,13,481,1
"3,342",14482,1038,409.5,1,4001,0
"3,343",25893,874,328,5,2163,0
"3,344",14905,1106,362.5,3,2789.5,0
"3,345",3604,922,321.5,3,4566,1
"3,346",14634,930,315,1,546,1
"3,347",22510,1064,312.5,3,1094,1
"3,348",25780,1276,316,1,4966.5,0
"3,349",23311,1142,,3,1240,0
"3,350",7985,932,,1,3221,1
"3,351",14002,1202,307,3,3352.5,0
"3,352",11750,1332,366,1,2290.5,0
"3,353",13809,1310,374,1,4762,0
"3,354",3315,1134,431.5,3,2229,0
"3,355",2818,1106,,3,3793.5,0
"3,356",19577,1122,359.5,3,3287.5,0
"3,357",15079,1106,,1,1978.5,0
"3,358",22092,1354,424.5,1,110.5,1
"3,359",27708,1052,,5,1903,0
"3,360",24174,1006,,7,2444,0
"3,361",13378,878,,15,1595.5,1
"3,362",2278,1054,310,5,2098,0
"3,363",3182,1240,327,3,4643.5,0
"3,364",26498,1106,280,3,2102.5,0
"3,365",11409,1106,,1,4191,1
"3,366",29882,986,,1,1663,0
"3,367",19505,1246,429.5,5,2918,0
"3,368",28349,1106,452.5,3,990,0
"3,369",15437,1104,,1,3227,0
"3,370",11230,1024,327,1,2327,0
"3,371",5379,952,321,3,4280.5,0
"3,372",9322,970,331.5,1,4781,0
"3,373",11332,1106,,1,3360,0
"3,374",22385,1200,410,7,1221.5,1
"3,375",14459,1450,485.5,1,604,0
"3,376",8817,1144,327,5,2476.5,1
"3,377",23452,1076,327,3,3177.5,0
"3,378",3610,1120,462,5,4447,0
"3,379",1808,1106,,1,167.5,1
"3,380",7238,1200,475.5,3,179.5,0
"3,381",1976,1214,427,1,4594.5,0
"3,382",16197,1106,385.5,3,3752.5,0
"3,383",28201,962,348,1,968.5,0
"3,384",2597,1152,477,1,1154.5,0
"3,385",28055,1008,357,5,2765,0
"3,386",23862,1300,432,1,525,0
"3,387",22128,1212,403.5,1,1692,0
"3,388",18534,1106,,1,3538.5,0
"3,389",10350,1300,416,5,1619,0
"3,390",24781,946,303,5,4015.5,0
"3,391",17126,1088,341.5,9,1238,0
"3,392",15806,912,283,19,1087,1
"3,393",23626,1138,330.5,13,2446,1
"3,394",29118,1304,391.5,3,1518,0
"3,395",4617,1018,328,11,2268.5,0
"3,396",27615,1168,406.5,1,2978.5,0
"3,397",7251,1240,443.5,1,187,0
"3,398",10005,1208,406,5,3315.5,0
"3,399",23957,1090,316,7,152,1
"3,400",1890,1056,371,15,3453,0
"3,401",14496,1172,411,3,2447.5,0
"3,402",24050,1034,385.5,5,1868.5,1
"3,403",24220,1190,376,5,3773,0
"3,404",23827,1316,425,1,4088,0
"3,405",2264,1190,,1,4077,0
"3,406",2435,1304,482.5,3,2148,0
"3,407",14849,1140,368.5,5,583,0
"3,408",5601,1098,422.5,1,2653.5,0
"3,409",10818,1382,422,3,4137.5,0
"3,410",2856,1292,404,1,2834,0
"3,411",2643,1152,352,3,2295,0
"3,412",3149,1260,445.5,1,790,0
"3,413",18326,1170,380.5,7,1766,1
"3,414",2683,1420,400.5,1,3037,0
"3,415",24654,1106,,3,1303,1
"3,416",9375,1248,437.5,1,3682,0
"3,417",25263,1416,458,1,3800.5,0
"3,418",17656,1124,403.5,5,2610,0
"3,419",20212,1060,265.5,13,1011.5,0
"3,420",1449,1026,300.5,5,3032.5,0
"3,421",17232,1296,309.5,3,3499,0
"3,422",2416,970,,9,2249.5,0
"3,423",17862,1022,362.5,3,3270.5,1
"3,424",11636,1222,,3,372,0
"3,425",7912,1142,410,1,4146,0
"3,426",20706,1298,452.5,1,969.5,0
"3,427",25684,1242,465,1,4140,0
"3,428",20713,1390,234.5,7,6,1
"3,429",1288,1262,383,1,2568,0
"3,430",14533,1114,304.5,3,1159,0
"3,431",7536,1234,377.5,1,1574.5,0
"3,432",8832,1048,380,3,441,0
"3,433",19347,1256,424,7,1963,0
"3,434",1681,1036,,5,3055,0
"3,435",14295,944,398.5,1,364.5,1
"3,436",5309,1106,,3,2247.5,0
"3,437",8146,744,329.5,11,3919,0
"3,438",9185,862,241,7,2605.5,0
"3,439",26276,1358,465,5,28,0
"3,440",7012,1084,318,5,1749.5,1
"3,441",2099,1260,398.5,1,4771.5,0
"3,442",15265,1126,341,3,626.5,0
"3,443",28605,886,281.5,1,1092,0
"3,444",2464,1298,445.5,1,1744,0
"3,445",10839,1128,387,1,737.5,0
"3,446",16411,1198,349,1,3846.5,0
"3,447",18369,974,211,9,2567.5,1
"3,448",11049,1134,330.5,1,1686.5,1
"3,449",2815,1174,436,5,934.5,0
"3,450",10831,1306,424.5,1,1193,0
"3,451",25327,1438,402.5,3,2908,0
"3,452",21073,1146,,1,137.5,1
"3,453",9866,1106,437.5,1,608,0
"3,454",25623,1106,,1,1002.5,0
"3,455",11538,1296,479,1,4952,0
"3,456",24447,1036,,1,2472,0
"3,457",2799,972,360.5,7,2088,1
"3,458",20854,1242,395,1,19,0
"3,459",7383,1082,447.5,5,4989.5,0
"3,460",24578,1060,279.5,9,262.5,1
"3,461",18954,1218,365.5,1,1258,0
"3,462",6620,1020,404.5,1,2192.5,0
"3,463",17003,1106,406,1,2862,0
"3,464",22542,1212,473,3,1420,0
"3,465",15155,1208,307,7,4997,1
"3,466",12308,1106,,1,693.5,0
"3,467",1772,964,362.5,1,821,0
"3,468",11144,1080,367,1,3506,0
"3,469",3183,1124,411.5,1,1541,0
"3,470",20389,996,397,3,390,0
"3,471",25675,710,239.5,5,4984.5,1
"3,472",11602,1106,,1,258.5,0
"3,473",2229,1120,,9,2770.5,1
"3,474",7827,1106,475.5,1,4448,0
"3,475",16603,1130,,3,2975.5,0
"3,476",19274,1106,364.5,1,3133.5,1
"3,477",22427,1028,323.5,1,4935.5,0
"3,478",14079,1106,430.5,3,4933,0
"3,479",21626,1176,400.5,1,1468,0
"3,480",9149,1296,430.5,1,2936,0
"3,481",10541,1064,,9,2441.5,0
"3,482",27748,1288,385.5,3,999.5,0
"3,483",26801,1088,158.5,3,2285,1
"3,484",19379,1212,415.5,3,2819.5,0
"3,485",10848,1256,357,1,4304.5,0
"3,486",5902,1118,286,7,1086,1
"3,487",18380,1106,394.5,1,3226.5,0
"3,488",3991,1182,308,1,2745,0
"3,489",26371,1018,412,9,3018.5,0
"3,490",23891,1028,283.5,1,2008.5,1
"3,491",8032,1450,476.5,3,4413.5,0
"3,492",29886,1092,310,3,4689.5,0
"3,493",18240,1238,307.5,3,2361,0
"3,494",19609,810,293.5,11,4969,0
"3,495",21897,1352,425,1,4356,0
"3,496",3796,1208,409.5,3,830,0
"3,497",14421,1176,364,1,2297.5,0
"3,498",12465,1232,450.5,5,4666.5,0
"3,499",7692,1062,357,3,2786.5,1
"3,500",3594,1250,452.5,3,2868.5,0
"3,501",5696,1192,444,11,3532,0
"3,502",21293,918,244.5,3,1052.5,1
"3,503",3259,1038,307.5,3,340,0
"3,504",25521,1106,,1,1918,0
"3,505",19433,1040,210,1,2075,1
"3,506",8123,1318,430.5,3,855.5,0
"3,507",15694,1318,445.5,1,4776,0
"3,508",25807,1180,347,3,1369,0
"3,509",27100,1006,247,5,991.5,0
"3,510",17278,962,412,3,3092.5,1
"3,511",28207,1106,458.5,1,2893,0
"3,512",15800,1102,336,3,4058,0
"3,513",15438,1248,452.5,3,1894.5,0
"3,514",16444,1158,383,3,2056.5,1
"3,515",29102,1410,383,3,4021.5,0
"3,516",15745,1010,374,1,1694.5,0
"3,517",23182,1008,344.5,5,3691,0
"3,518",6220,936,365,5,1003.5,0
"3,519",2471,1140,378,1,752.5,0
"3,520",13901,1418,324.5,5,4919.5,0
"3,521",11149,1034,311.5,23,1231.5,1
"3,522",18850,1106,330.5,1,201.5,0
"3,523",29978,936,282.5,3,741.5,1
"3,524",24673,928,269,3,682,0
"3,525",18348,1056,407,7,3068.5,0
"3,526",10143,942,360.5,3,739.5,0
"3,527",9545,1106,,1,1423.5,0
"3,528",3173,1018,328,7,3843.5,0
"3,529",17013,1426,407,7,4612,0
"3,530",27854,1450,,1,3691.5,0
"3,531",4802,1090,458.5,1,2834,0
"3,532",16631,1228,410.5,5,4426,0
"3,533",11080,1258,465,1,3050.5,0
"3,534",15555,880,377.5,5,1551,0
"3,535",12351,1106,383,1,2370.5,1
"3,536",15614,1070,412,1,3279,0
"3,537",22478,1234,368.5,1,3062,0
"3,538",19839,1222,446.5,7,813.5,0
"3,539",24155,1392,503,1,4957,0
"3,540",27416,1106,417.5,3,4577.5,0
"3,541",4422,1150,341.5,1,3641.5,0
"3,542",16754,684,253.5,9,3122.5,0
"3,543",27218,1316,430.5,1,1489,0
"3,544",16901,1154,387,3,1953,0
"3,545",7490,1294,456,1,917.5,0
"3,546",29836,1262,385,3,2063,1
"3,547",10655,1070,260,3,125,0
"3,548",16900,1320,482.5,1,3240.5,0
"3,549",14712,1336,456.5,1,2538,0
"3,550",2350,1106,,1,2311.5,0
"3,551",29428,1010,349.5,1,2027,0
"3,552",22214,1176,380.5,5,166,0
"3,553",20757,1084,339,3,1079.5,0
"3,554",1691,1156,443.5,3,1946.5,0
"3,555",15544,1174,325,7,3637,0
"3,556",23682,1006,293.5,3,2679,0
"3,557",19965,1334,447,1,4623,0
"3,558",24995,1182,262,3,2099,0
"3,559",24376,920,201.5,5,2405,1
"3,560",7466,1320,378.5,5,2670.5,0
"3,561",24667,1106,445.5,1,4678,0
"3,562",16777,1054,323,1,4625,1
"3,563",27878,1180,321.5,11,2101.5,0
"3,564",21871,960,416.5,3,409,0
"3,565",14257,1128,454.5,7,3213.5,0
"3,566",7826,892,282.5,3,4401,1
"3,567",14075,1186,481.5,1,1705.5,0
"3,568",10309,1368,482.5,1,390,0
"3,569",20440,1106,,1,4476.5,0
"3,570",3460,1106,462,23,3164.5,1
"3,571",29989,1086,306.5,5,2731.5,0
"3,572",13073,678,,5,529,1
"3,573",29014,812,280.5,7,332,0
"3,574",1576,1006,292.5,1,238.5,0
"3,575",8350,896,283,1,2804,0
"3,576",8531,1018,277.5,3,4416,0
"3,577",29678,1346,389,3,2277.5,0
"3,578",5534,1106,480,3,2530,0
"3,579",1851,1368,434.5,1,3205.5,0
"3,580",1763,1106,447,1,4883.5,0
"3,581",7673,992,378.5,7,2133,1
"3,582",9302,1106,310,1,1773,1
"3,583",18311,1030,,1,2293.5,1
"3,584",19074,1106,,1,28,0
"3,585",7462,788,268.5,17,2963.5,1
"3,586",13177,1048,362.5,3,2905,0
"3,587",21899,1022,278.5,5,2344,1
"3,588",18886,1450,452.5,1,488.5,0
"3,589",3071,986,362.5,5,790,0
"3,590",12556,1284,,1,3138,0
"3,591",13272,1032,380,13,161,1
"3,592",13687,1116,434.5,1,2959,0
"3,593",3416,1344,445.5,1,578.5,0
"3,594",4188,1146,,3,1194,0
"3,595",9955,1126,362,3,3447.5,0
"3,596",25158,964,255.5,11,1448,0
"3,597",14205,1180,,1,2981.5,0
"3,598",3595,1106,404,3,605,0
"3,599",18143,1288,,1,1415,0
"3,600",2762,1282,402,3,2118,0
"3,601",5492,1126,409,5,3179,0
"3,602",29258,1224,454,1,241.5,0
"3,603",22359,978,307.5,19,4191,0
"3,604",18689,1228,380.5,5,309,0
"3,605",13190,1242,437,3,1184,0
"3,606",1610,1250,452.5,3,2923.5,0
"3,607",29867,1450,450.5,1,2556,0
"3,608",8619,780,361.5,5,3166,0
"3,609",23126,1010,319.5,3,2551,1
"3,610",2883,1106,,3,4336.5,1
"3,611",21469,914,409.5,3,4,1
"3,612",18462,1140,,1,4895.5,0
"3,613",5542,994,330.5,1,241.5,1
"3,614",9698,988,239,3,152.5,0
"3,615",6656,1266,355,1,3801,0
"3,616",2296,1106,,1,1229,0
"3,617",18355,1106,357,1,1289,0
"3,618",1189,1106,,5,3611,0
"3,619",26154,1078,432,5,2868.5,0
"3,620",25640,1000,,3,2778.5,1
"3,621",6568,866,330.5,7,4218.5,1
"3,622",28167,1364,383,7,123,1
"3,623",2029,1236,403.5,7,1819.5,0
"3,624",10143,1194,349.5,1,4725.5,0
"3,625",6971,1260,358.5,3,4699,0
"3,626",23953,748,325.5,7,3990,1
"3,627",16553,1376,402.5,3,4811.5,0
"3,628",11987,1106,,1,1086.5,0
"3,629",3509,1238,307.5,3,2488,1
"3,630",17680,1190,310,1,2187.5,0
"3,631",20871,956,,3,4452.5,0
"3,632",10997,1106,,1,1463,0
"3,633",19023,1226,432,5,729,0
"3,634",23971,1268,403.5,3,1497.5,0
"3,635",4804,1180,439,3,4318.5,0
"3,636",26793,902,282,11,3351.5,0
"3,637",21293,1116,440.5,3,4349,0
"3,638",26536,1158,362,13,4171,1
"3,639",4215,1238,387,1,1432,0
"3,640",26567,1056,,1,4672,0
"3,641",13979,1170,291,1,1261,0
"3,642",14681,1022,265.5,1,538,0
"3,643",11737,1106,404,1,1341,0
"3,644",1769,1312,330.5,3,742,0
"3,645",16196,836,332.5,13,4306,0
"3,646",9236,1450,437,1,261.5,0
"3,647",21817,1160,475.5,3,1490.5,0
"3,648",26277,1278,469.5,1,3714.5,0
"3,649",19168,1156,467,1,3976.5,0
"3,650",22729,1106,,1,4433,0
"3,651",10600,1234,473,3,2075,1
"3,652",6278,1282,393,1,3697.5,0
"3,653",13838,1168,380,3,860,0
"3,654",25380,808,279.5,1,323,0
"3,655",18466,1216,459.5,1,3475,0
"3,656",26387,1106,235,3,1092,1
"3,657",28030,1176,473,9,1450.5,0
"3,658",8547,1134,376,5,3879,0
"3,659",7457,1106,,1,1237.5,0
"3,660",28245,1396,385,1,2769.5,0
"3,661",10025,1190,430.5,5,3760.5,0
"3,662",3466,654,234.5,17,580,1
"3,663",12908,1302,424.5,1,3341.5,0
"3,664",6634,1028,355.5,1,1318,0
"3,665",6108,732,,1,3397,0
"3,666",13776,1028,329,5,2955,1
"3,667",25822,1412,503,3,503,0
"3,668",24547,1378,404,3,910.5,0
"3,669",23280,1022,473.5,9,4114.5,0
"3,670",29100,1100,362.5,21,1034.5,0
"3,671",12774,950,,1,1323.5,0
"3,672",25740,1298,482.5,1,2701.5,0
"3,673",13715,1074,,1,813.5,0
"3,674",19775,1042,343.5,3,1029,0
"3,675",11381,1338,414.5,1,40.5,0
"3,676",1300,1348,,1,551,0
"3,677",22182,1202,,1,1385.5,0
"3,678",10327,1110,408,1,3597,0
"3,679",1605,1106,,1,95.5,0
"3,680",1446,862,310,11,2232.5,0
"3,681",5011,898,,1,200.5,1
"3,682",8727,1106,,1,1278,1
"3,683",17543,882,338.5,3,2595,0
"3,684",1894,1450,406,1,2309.5,0
"3,685",15669,1152,,1,3013,0
"3,686",12137,1188,452,3,678.5,0
"3,687",12249,1162,380.5,7,4107.5,0
"3,688",4507,1154,391.5,1,546,1
"3,689",14387,1426,380,1,2541.5,0
"3,690",12220,1242,383,7,276,0
"3,691",8858,1172,430.5,1,461.5,0
"3,692",12796,1320,,1,4854,0
"3,693",5260,1450,406,3,4679,0
"3,694",27315,1104,309,3,4038.5,0
"3,695",26102,964,282,3,3356,0
"3,696",23062,1322,503,3,2161,0
"3,697",3541,1152,242.5,3,3095.5,1
"3,698",1704,1188,316,1,4852,0
"3,699",28232,1210,450.5,1,2548.5,0
"3,700",3747,1344,357,3,1665,0
"3,701",13586,1054,308.5,1,2932.5,0
"3,702",1748,962,335.5,3,3112.5,1
"3,703",16710,906,,1,3866,1
"3,704",10350,1106,,1,3994,1
"3,705",3970,904,359,3,3611,1
"3,706",7414,1160,426.5,3,2763.5,0
"3,707",25002,1242,387,3,1045.5,0
"3,708",5439,1114,,1,1243,0
"3,709",5690,920,283,11,3193,0
"3,710",12644,1126,390.5,3,3892.5,0
"3,711",23920,1156,409.5,7,254.5,0
"3,712",8723,1178,424.5,1,4234,0
"3,713",16871,1106,,1,3171,0
"3,714",12543,846,385.5,9,1202,1
"3,715",6687,1106,,1,4850,0
"3,716",26185,1062,448.5,3,3183.5,0
"3,717",7871,1148,330.5,5,855,0
"3,718",14998,1372,424,1,2930,0
"3,719",9887,1106,,1,830.5,1
